player_id,player,ultimo_equipo,ultimo_team_id,posiciones,partidos_jugados,long_name_match,score,revisar,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url,club_name_original
7158,Cristiano Biraghi,Granada,1049,"['Left Back', 'Left Center Back', 'Left Wing Back', 'Goalkeeper']",32,Cristiano Biraghi,100.0,False,201389,https://sofifa.com/player/201389/cristiano-biraghi/160002,C. Biraghi,Cristiano Biraghi,"LB, LM",73,79,3400000.0,30000.0,22,1992-09-01,183,78,110832.0,Granada,Spain Primera Division,1.0,LB,3.0,Inter,,2016.0,27,Italy,,,,Left,4,2,1,Medium/Medium,Normal (170-185),No,,,"Early Crosser, Speed Dribbler (AI)",78.0,55.0,62.0,66.0,75.0,73.0,67,40,63,66,48,63,65,50,62,66,77,79,73,71,71,81,69,78,71,67,74,77,56,52,48,,78,76,75,12,6,14,10,7,,62,62,62,63,63,63,63,63,62,62,62,65,65,65,65,65,73,71,71,71,73,73,73,73,73,73,16,https://cdn.sofifa.net/players/201/389/16_120.png,https://cdn.sofifa.net/teams/110832/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/it.png,Granada CF
7161,Germán Alejandro Pezzella,Real Betis,218,"['Right Center Back', 'Left Center Back', 'Center Back']",25,Germán Alejandro Pezzella,100.0,False,193601,https://sofifa.com/player/193601/german-pezzella/160002,G. Pezzella,Germán Alejandro Pezzella,CB,71,77,1900000.0,20000.0,24,1991-06-27,186,81,449.0,Real Betis,Spain Primera Division,1.0,SUB,20.0,,2015-07-01,2020.0,52,Argentina,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,,,,54.0,50.0,46.0,50.0,72.0,72.0,43,51,78,60,32,47,46,25,54,58,55,53,35,74,45,54,81,65,78,51,65,73,48,22,35,,70,71,73,7,9,13,10,15,,58,58,58,51,53,53,53,51,50,50,50,52,54,54,54,52,63,65,65,65,63,65,71,71,71,65,17,https://cdn.sofifa.net/players/193/601/16_120.png,https://cdn.sofifa.net/teams/449/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/ar.png,Real Betis Balompié
7170,Simone Verdi,Eibar,322,"['Left Wing', 'Left Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Right Midfield', 'Right Center Forward']",9,Simone Verdi,100.0,False,196889,https://sofifa.com/player/196889/simone-verdi/160002,S. Verdi,Simone Verdi,CAM,74,80,4700000.0,30000.0,22,1992-07-12,171,61,467.0,Eibar,Spain Primera Division,1.0,SUB,2.0,AC Milan,,2016.0,27,Italy,,,,Left,5,4,1,High/Medium,Lean (170-185),No,,#Acrobat,"Flair, Chip Shot (AI), Technical Dribbler (AI)",84.0,63.0,72.0,81.0,29.0,51.0,73,63,43,75,59,80,72,55,67,79,88,81,92,66,92,61,54,67,43,67,49,31,71,72,55,,19,32,29,12,10,7,15,9,,66,66,66,75,73,73,73,75,74,74,74,75,68,68,68,75,57,52,52,52,57,53,41,41,41,53,17,https://cdn.sofifa.net/players/196/889/16_120.png,https://cdn.sofifa.net/teams/467/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/it.png,SD Eibar
7577,Carles Planas Antolínez,Celta Vigo,209,"['Left Back', 'Left Center Midfield', 'Left Center Back', 'Left Wing Back', 'Center Forward', 'Left Wing', 'Right Defensive Midfield']",24,Carles Planas Antolínez,100.0,False,200517,https://sofifa.com/player/200517/carles-planas-antolinez/160002,Carles Planas,Carles Planas Antolínez,"LB, CB",71,76,1900000.0,20000.0,24,1991-03-04,173,76,450.0,Celta Vigo,Spain Primera Division,1.0,SUB,21.0,,2014-07-07,2017.0,45,Spain,,,,Left,3,2,1,Medium/Medium,Normal (170-185),No,,,"Injury Prone, Dives Into Tackles (AI)",73.0,38.0,62.0,64.0,69.0,72.0,70,32,61,68,23,57,62,50,58,70,70,75,69,74,75,49,85,77,67,37,73,75,57,47,51,,74,64,69,15,11,15,12,14,,56,56,56,61,58,58,58,61,59,59,59,63,62,62,62,63,71,69,69,69,71,71,70,70,70,71,20,https://cdn.sofifa.net/players/200/517/16_120.png,https://cdn.sofifa.net/teams/450/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,RC Celta de Vigo
7781,Felipe Salvador Caicedo Corozo,Espanyol,214,"['Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Wing', 'Left Wing Back', 'Left Center Midfield']",31,Felipe Salvador Caicedo Corozo,100.0,False,175254,https://sofifa.com/player/175254/felipe-caicedo/160002,F. Caicedo,Felipe Salvador Caicedo Corozo,ST,78,80,10500000.0,70000.0,26,1988-09-05,183,84,452.0,Espanyol,Spain Primera Division,1.0,ST,20.0,,2014-07-15,2016.0,57,Ecuador,,,,Left,3,3,2,Medium/Medium,Stocky (170-185),No,,#Strength,"Injury Prone, Selfish",75.0,78.0,63.0,73.0,47.0,82.0,59,79,76,70,75,73,66,68,53,77,73,76,61,78,68,84,75,64,92,69,81,43,82,61,73,,42,44,47,7,13,7,8,10,,78,78,78,73,75,75,75,73,72,72,72,71,66,66,66,71,60,60,60,60,60,59,60,60,60,59,17,https://cdn.sofifa.net/players/175/254/16_120.png,https://cdn.sofifa.net/teams/452/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/ec.png,RCD Espanyol de Barcelona
7782,Luis Alberto Romero Alconchel,RC Deportivo La Coruña,219,"['Center Attacking Midfield', 'Left Midfield', 'Left Wing', 'Right Midfield', 'Left Center Midfield', 'Right Center Forward', 'Left Center Forward', 'Right Wing', 'Right Center Midfield']",29,Luis Alberto Romero Alconchel,100.0,False,198706,https://sofifa.com/player/198706/luis-alberto-romero-alconchel/160002,Luis Alberto,Luis Alberto Romero Alconchel,"CAM, CF, ST",73,82,4500000.0,30000.0,22,1992-09-28,182,72,242.0,RC Deportivo La Coruña,Spain Primera Division,1.0,SUB,21.0,Liverpool,,2016.0,45,Spain,,,,Right,4,3,1,Medium/Low,Lean (170-185),Yes,,,,67.0,66.0,76.0,74.0,27.0,53.0,76,68,47,83,58,75,70,69,73,78,68,66,67,66,54,59,48,59,61,72,29,28,69,71,56,,24,25,18,6,8,6,12,11,,67,67,67,73,71,71,71,73,73,73,73,73,69,69,69,73,54,52,52,52,54,49,39,39,39,49,15,https://cdn.sofifa.net/players/198/706/16_120.png,https://cdn.sofifa.net/teams/242/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Deportivo de La Coruña
7788,Ciro Immobile,Sevilla,213,"['Center Forward', 'Right Center Forward', 'Left Center Forward']",8,Ciro Immobile,100.0,False,192387,https://sofifa.com/player/192387/ciro-immobile/160002,C. Immobile,Ciro Immobile,ST,79,82,13000000.0,90000.0,25,1990-02-20,181,85,481.0,Sevilla,Spain Primera Division,1.0,SUB,11.0,Borussia Dortmund,,2016.0,27,Italy,1343.0,SUB,9.0,Right,4,3,2,High/Medium,Normal (170-185),Yes,,,"Diver, Avoids Using Weaker Foot, Beat Offside Trap, Finesse Shot",74.0,81.0,61.0,76.0,35.0,73.0,55,83,74,71,80,75,75,51,49,77,71,76,75,84,64,85,78,68,74,76,73,40,80,59,75,,21,33,33,6,8,15,12,6,,79,79,79,74,76,76,76,74,73,73,73,71,66,66,66,71,56,55,55,55,56,54,52,52,52,54,17,https://cdn.sofifa.net/players/192/387/16_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png,Sevilla FC
7797,Rodrigo Javier De Paul,Valencia,207,"['Left Center Midfield', 'Left Defensive Midfield', 'Left Back', 'Left Wing', 'Left Attacking Midfield', 'Left Midfield']",9,Rodrigo Javier De Paul,100.0,False,212616,https://sofifa.com/player/212616/rodrigo-de-paul/160002,R. De Paul,Rodrigo Javier De Paul,"LM, CAM, LW",77,85,10000000.0,70000.0,21,1994-05-24,178,78,461.0,Valencia,Spain Primera Division,1.0,SUB,20.0,,2014-07-01,2019.0,52,Argentina,,,,Right,3,3,1,Medium/Low,Normal (170-185),No,,,"Finesse Shot, Long Shot Taker (AI)",78.0,71.0,79.0,81.0,39.0,68.0,82,69,43,79,47,84,82,60,73,81,81,75,77,67,71,80,59,66,74,76,56,28,68,83,56,,38,46,43,13,12,10,7,14,,71,71,71,77,76,76,76,77,77,77,77,77,72,72,72,77,62,59,59,59,62,58,51,51,51,58,18,https://cdn.sofifa.net/players/212/616/16_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/ar.png,Valencia CF
7900,Tiago Manuel Dias Correia,Rayo Vallecano,360,"['Left Midfield', 'Left Wing', 'Right Wing', 'Right Wing Back', 'Left Wing Back', 'Right Back', 'Left Back', 'Center Attacking Midfield']",34,Tiago Manuel Dias Correia,100.0,False,166074,https://sofifa.com/player/166074/tiago-manuel-dias-correia/160002,Bebé,Tiago Manuel Dias Correia,"LM, RM, RW, ST",72,75,2700000.0,20000.0,24,1990-07-12,190,83,480.0,Rayo Vallecano,Spain Primera Division,1.0,SUB,23.0,SL Benfica,,2016.0,38,Portugal,,,,Right,3,3,1,Medium/Low,Lean (185+),No,,,"Power Free-Kick, Selfish, Long Shot Taker (AI), Speed Dribbler (AI)",85.0,71.0,64.0,76.0,26.0,76.0,67,67,57,66,69,80,67,73,58,77,79,89,69,73,55,85,65,79,83,70,56,24,67,61,66,,19,24,21,15,7,8,7,11,,73,73,73,73,73,73,73,73,71,71,71,72,64,64,64,72,55,50,50,50,55,51,44,44,44,51,17,https://cdn.sofifa.net/players/166/074/16_120.png,https://cdn.sofifa.net/teams/480/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/pt.png,Rayo Vallecano
7904,Javi Castellano Betancor,Las Palmas,208,"['Left Center Midfield', 'Right Defensive Midfield']",1,Javier Castellano Betancor,96.0,False,190094,https://sofifa.com/player/190094/javier-castellano-betancor/160002,Javi Castellano,Javier Castellano Betancor,"CDM, CM",72,74,2000000.0,25000.0,27,1987-11-02,180,71,472.0,Las Palmas,Spain Primera Division,1.0,SUB,18.0,,2011-07-01,2017.0,45,Spain,,,,Right,3,2,1,Low/High,Normal (170-185),No,,,,66.0,40.0,65.0,55.0,73.0,75.0,49,34,66,77,33,46,43,40,72,67,67,65,62,59,55,52,58,78,74,44,77,76,39,65,44,,71,75,69,11,10,16,8,12,,53,53,53,55,55,55,55,55,59,59,59,59,65,65,65,59,68,72,72,72,68,69,71,71,71,69,16,https://cdn.sofifa.net/players/190/094/16_120.png,https://cdn.sofifa.net/teams/472/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Unión Deportiva Las Palmas
7905,Raúl Lizoáin Cruz,Las Palmas,208,['Goalkeeper'],8,Raúl Lizoáin Cruz,100.0,False,199101,https://sofifa.com/player/199101/raul-lizoain-cruz/160002,Raúl Lizoain,Raúl Lizoáin Cruz,GK,68,72,950000.0,9000.0,24,1991-01-27,188,80,472.0,Las Palmas,Spain Primera Division,1.0,SUB,1.0,,2011-07-01,2017.0,45,Spain,,,,Left,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,,,,11,12,15,15,14,12,13,16,22,15,47,55,70,56,58,25,73,41,52,12,24,17,16,33,24,,12,14,13,66,71,56,69,74,51.0,24,24,24,24,23,23,23,24,24,24,24,24,23,23,23,24,24,23,23,23,24,24,23,23,23,24,68,https://cdn.sofifa.net/players/199/101/16_120.png,https://cdn.sofifa.net/teams/472/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Unión Deportiva Las Palmas
7906,David Simón Rodríguez Santana,Las Palmas,208,"['Right Wing Back', 'Right Back', 'Right Wing']",27,David Simón Rodríguez Santana,100.0,False,204278,https://sofifa.com/player/204278/david-simon-rodriguez-santana/160002,David Simón,David Simón Rodríguez Santana,"RB, RWB",73,78,3100000.0,35000.0,25,1989-12-31,175,68,472.0,Las Palmas,Spain Primera Division,1.0,RWB,2.0,,2014-08-05,2019.0,45,Spain,,,,Right,2,2,1,High/Medium,Normal (170-185),No,,,,81.0,46.0,64.0,72.0,68.0,75.0,74,42,56,75,36,72,64,40,64,73,77,84,67,66,76,57,72,90,66,45,80,71,67,43,38,,72,65,74,15,12,7,8,11,,62,62,62,67,64,64,64,67,64,64,64,70,66,66,66,70,74,71,71,71,74,73,69,69,69,73,17,https://cdn.sofifa.net/players/204/278/16_120.png,https://cdn.sofifa.net/teams/472/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Unión Deportiva Las Palmas
7907,Pedro Bigas Rigo,Las Palmas,208,"['Left Center Back', 'Left Back', 'Right Center Back']",27,Pedro Bigas Rigo,100.0,False,206222,https://sofifa.com/player/206222/pedro-bigas-rigo/160002,Bigas,Pedro Bigas Rigo,"CB, LB, CDM, LM",71,76,1900000.0,20000.0,24,1990-09-15,181,78,472.0,Las Palmas,Spain Primera Division,1.0,LCB,17.0,,2015-07-13,2017.0,45,Spain,,,,Left,2,2,1,Medium/Medium,Normal (170-185),No,,,,76.0,52.0,57.0,53.0,72.0,78.0,68,49,48,66,44,44,46,43,60,58,75,76,67,69,67,62,77,80,72,47,91,73,61,35,48,,78,72,73,15,14,9,13,11,,58,58,58,58,57,57,57,58,56,56,56,60,59,59,59,60,70,69,69,69,70,71,71,71,71,71,19,https://cdn.sofifa.net/players/206/222/16_120.png,https://cdn.sofifa.net/teams/472/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Unión Deportiva Las Palmas
7909,Nicolás Martín Pareja,Sevilla,213,['Right Center Back'],2,Nicolás Martín Pareja,100.0,False,165501,https://sofifa.com/player/165501/nicolas-pareja/160002,N. Pareja,Nicolás Martín Pareja,CB,79,79,6500000.0,80000.0,31,1984-01-19,181,74,481.0,Sevilla,Spain Primera Division,1.0,SUB,21.0,,2013-07-06,2017.0,52,Argentina,,,,Right,3,2,2,Medium/Medium,Lean (170-185),No,,,"Dives Into Tackles (AI), Long Passer (AI)",62.0,60.0,67.0,61.0,79.0,74.0,54,51,81,75,49,59,70,78,78,63,60,64,56,85,61,77,82,58,77,69,85,81,43,56,69,,76,80,83,14,14,15,14,13,,64,64,64,61,62,62,62,61,63,63,63,62,68,68,68,62,71,76,76,76,71,73,79,79,79,73,22,https://cdn.sofifa.net/players/165/501/16_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/ar.png,Sevilla FC
7948,Marco Andreolli,Sevilla,213,"['Right Center Back', 'Left Center Back']",7,Marco Andreolli,100.0,False,172835,https://sofifa.com/player/172835/marco-andreolli/160002,M. Andreolli,Marco Andreolli,CB,77,77,5000000.0,70000.0,29,1986-06-10,187,81,481.0,Sevilla,Spain Primera Division,1.0,LCB,17.0,Inter,,2016.0,27,Italy,,,,Right,3,2,2,Low/Medium,Lean (185+),No,,,Power Header,66.0,28.0,41.0,49.0,81.0,76.0,22,16,77,57,23,40,31,18,55,55,63,68,59,70,55,59,85,65,81,24,77,78,33,28,34,,82,82,80,12,11,5,5,14,,49,49,49,44,46,46,46,44,45,45,45,47,52,52,52,47,64,68,68,68,64,68,77,77,77,68,17,https://cdn.sofifa.net/players/172/835/16_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/it.png,Sevilla FC
8167,Sergio Ezequiel Araújo,Las Palmas,208,"['Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Wing', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Midfield']",30,Sergio Ezequiel Araújo,100.0,False,198145,https://sofifa.com/player/198145/sergio-araujo/160002,S. Araujo,Sergio Ezequiel Araújo,ST,76,80,7000000.0,50000.0,23,1992-01-28,180,74,472.0,Las Palmas,Spain Primera Division,1.0,ST,10.0,,2015-06-26,2020.0,52,Argentina,,,,Right,4,4,1,Medium/Low,Normal (170-185),No,,,"Finesse Shot, Technical Dribbler (AI)",78.0,77.0,65.0,79.0,27.0,58.0,61,84,60,69,71,77,81,59,59,83,79,77,80,80,73,70,56,75,63,74,27,20,81,64,65,,26,22,27,13,12,13,7,15,,76,76,76,76,77,77,77,76,75,75,75,74,67,67,67,74,55,50,50,50,55,51,41,41,41,51,19,https://cdn.sofifa.net/players/198/145/16_120.png,https://cdn.sofifa.net/teams/472/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/ar.png,Unión Deportiva Las Palmas
8234,Ignacio Camacho Barnola,Málaga,223,"['Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Center Back']",23,Ignacio Camacho Barnola,100.0,False,188005,https://sofifa.com/player/188005/ignacio-camacho-barnola/160002,Camacho,Ignacio Camacho Barnola,"CDM, CM",81,84,17500000.0,70000.0,25,1990-05-04,182,75,573.0,Málaga,Spain Primera Division,1.0,LDM,6.0,,2010-12-28,2019.0,45,Spain,,,,Right,3,2,2,Medium/High,Normal (170-185),No,,,"Injury Free, Power Header",67.0,60.0,72.0,70.0,80.0,82.0,50,58,83,82,52,64,62,59,74,76,69,66,73,84,64,76,85,87,78,54,86,85,66,80,48,,76,83,74,9,13,15,8,10,,70,70,70,68,71,71,71,68,73,73,73,71,77,77,77,71,75,81,81,81,75,76,81,81,81,76,18,https://cdn.sofifa.net/players/188/005/16_120.png,https://cdn.sofifa.net/teams/573/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Málaga CF
8264,Adnane Tighadouini,Málaga,223,"['Right Wing', 'Left Wing', 'Left Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Right Midfield', 'Right Center Forward']",10,Adnane Tighadouini,100.0,False,203377,https://sofifa.com/player/203377/adnane-tighadouini/160002,A. Tighadouini,Adnane Tighadouini,LM,74,79,4500000.0,30000.0,22,1992-11-30,178,72,573.0,Málaga,Spain Primera Division,1.0,SUB,22.0,,2015-07-11,2020.0,129,Morocco,,,,Right,4,4,1,Medium/Medium,Stocky (170-185),No,,,"Finesse Shot, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",77.0,78.0,67.0,81.0,33.0,68.0,69,80,50,68,75,83,83,63,57,81,79,76,78,74,77,74,75,72,70,82,56,26,73,68,77,,30,37,24,11,6,11,12,8,,74,74,74,76,76,76,76,76,75,75,75,74,68,68,68,74,57,53,53,53,57,53,46,46,46,53,16,https://cdn.sofifa.net/players/203/377/16_120.png,https://cdn.sofifa.net/teams/573/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/ma.png,Málaga CF
8419,Duje Čop,Málaga,223,"['Left Center Forward', 'Right Center Forward', 'Center Attacking Midfield', 'Left Wing', 'Right Wing', 'Left Back']",31,Duje Čop,100.0,False,189536,https://sofifa.com/player/189536/duje-cop/160002,D. Čop,Duje Čop,ST,72,77,2800000.0,20000.0,25,1990-02-01,184,73,573.0,Málaga,Spain Primera Division,1.0,SUB,20.0,,2013-07-03,2018.0,10,Croatia,,,,Right,3,3,1,High/Medium,Lean (170-185),No,,,Finesse Shot,67.0,75.0,65.0,70.0,27.0,65.0,58,79,62,69,75,68,74,76,57,73,68,66,71,78,61,69,58,63,67,70,64,22,75,66,77,,15,28,30,12,12,16,13,12,,72,72,72,70,72,72,72,70,70,70,70,69,64,64,64,69,51,50,50,50,51,48,43,43,43,48,20,https://cdn.sofifa.net/players/189/536/16_120.png,https://cdn.sofifa.net/teams/573/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/hr.png,Málaga CF
8440,Aythami Artiles Oliva,Las Palmas,208,"['Center Back', 'Right Center Back', 'Center Defensive Midfield', 'Left Center Back']",31,Aythami Artiles Oliva,100.0,False,171189,https://sofifa.com/player/171189/aythami-artiles-oliva/160002,Aythami Artiles,Aythami Artiles Oliva,CB,72,72,1600000.0,20000.0,29,1986-04-02,183,78,472.0,Las Palmas,Spain Primera Division,1.0,CB,16.0,,2013-08-26,2017.0,45,Spain,,,,Right,3,2,1,High/Medium,Normal (170-185),No,,,,50.0,41.0,57.0,50.0,74.0,76.0,45,43,75,73,47,45,44,41,70,54,44,55,57,65,56,38,76,77,78,37,71,68,42,39,36,,74,78,69,6,14,6,9,11,,52,52,52,50,50,50,50,50,52,52,52,53,59,59,59,53,64,69,69,69,64,66,72,72,72,66,16,https://cdn.sofifa.net/players/171/189/16_120.png,https://cdn.sofifa.net/teams/472/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Unión Deportiva Las Palmas
8522,Armindo Tué Na Bangna,Real Sociedad,210,"['Left Midfield', 'Left Wing', 'Right Wing', 'Center Attacking Midfield', 'Left Center Forward', 'Left Defensive Midfield', 'Center Forward', 'Right Center Midfield']",32,Armindo Tué Na Bangna,100.0,False,211368,https://sofifa.com/player/211368/armindo-tue-na-bangna/160002,Bruma,Armindo Tué Na Bangna,"RM, LM",76,85,8000000.0,35000.0,20,1994-10-24,173,66,457.0,Real Sociedad,Spain Primera Division,1.0,RM,7.0,Galatasaray SK,,2016.0,38,Portugal,,,,Right,4,4,1,High/Medium,Lean (170-185),No,,"#Speedster, #Acrobat","Flair, Speed Dribbler (AI)",93.0,62.0,71.0,84.0,28.0,61.0,73,58,52,72,59,85,75,69,68,80,94,92,93,72,89,74,78,64,59,56,56,32,68,67,71,,21,29,18,11,13,8,12,8,,69,69,69,76,74,74,74,76,74,74,74,76,67,67,67,76,57,52,52,52,57,53,43,43,43,53,18,https://cdn.sofifa.net/players/211/368/16_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/pt.png,Real Sociedad
8523,Yevhen Konoplyanka,Sevilla,213,"['Left Wing', 'Right Wing', 'Left Midfield', 'Right Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Back', 'Left Wing Back', 'Center Forward']",32,Yevgen Konoplyanka,94.44444444444444,False,200641,https://sofifa.com/player/200641/yevgen-konoplyanka/160002,Y. Konoplyanka,Yevgen Konoplyanka,"LW, LM",82,86,25500000.0,110000.0,25,1989-09-29,176,69,481.0,Sevilla,Spain Primera Division,1.0,SUB,22.0,,2015-07-09,2019.0,49,Ukraine,,,,Right,4,4,2,Medium/Medium,Normal (170-185),No,,"#Speedster, #Dribbler","Flair, Speed Dribbler (AI), Playmaker (AI)",90.0,79.0,79.0,85.0,33.0,61.0,77,79,49,81,67,86,83,77,78,85,93,88,83,77,82,78,66,76,59,84,48,37,73,80,75,,21,38,31,5,11,15,9,9,,76,76,76,82,81,81,81,82,82,82,82,82,76,76,76,82,63,59,59,59,63,58,47,47,47,58,16,https://cdn.sofifa.net/players/200/641/16_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/ua.png,Sevilla FC
8584,Jonathas Cristian de Jesus,Real Sociedad,210,"['Left Center Forward', 'Center Forward', 'Left Wing', 'Center Attacking Midfield']",27,Jonathas de Jesus Maurício,65.38461538461539,True,189169,https://sofifa.com/player/189169/jonathas-de-jesus-mauricio/160002,Jonathas,Jonathas de Jesus Maurício,ST,79,83,13000000.0,80000.0,26,1989-03-06,190,85,457.0,Real Sociedad,Spain Primera Division,1.0,ST,22.0,,2015-07-28,2020.0,54,Brazil,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,,,"Beat Offside Trap, Outside Foot Shot",75.0,81.0,58.0,73.0,31.0,81.0,61,84,77,63,74,73,40,38,46,79,68,80,67,75,48,85,74,74,85,73,81,28,83,65,78,,24,24,32,7,8,15,10,6,,79,79,79,73,76,76,76,73,72,72,72,71,64,64,64,71,54,52,52,52,54,52,50,50,50,52,16,https://cdn.sofifa.net/players/189/169/16_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/br.png,Real Sociedad
8697,Andrés Eduardo Fernández Moreno,Granada,1049,['Goalkeeper'],37,Andrés Eduardo Fernández Moreno,100.0,False,146296,https://sofifa.com/player/146296/andres-eduardo-fernandez-moreno/160002,Andrés Fernández,Andrés Eduardo Fernández Moreno,GK,77,77,6000000.0,60000.0,28,1986-12-16,184,86,110832.0,Granada,Spain Primera Division,1.0,GK,13.0,FC Porto,,2016.0,45,Spain,,,,Right,3,1,1,Medium/Medium,Stocky (170-185),No,,,,,,,,,,17,13,12,35,23,14,24,12,40,18,58,55,57,76,65,22,83,43,74,22,40,26,14,41,21,,11,14,15,83,74,69,71,82,56.0,28,28,28,30,29,29,29,30,32,32,32,32,33,33,33,32,30,32,32,32,30,30,30,30,30,30,77,https://cdn.sofifa.net/players/146/296/16_120.png,https://cdn.sofifa.net/teams/110832/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Granada CF
8724,Carlos Martínez Díez,Real Sociedad,210,"['Right Back', 'Right Center Back']",9,Carlos Martínez Díaz,95.0,False,172283,https://sofifa.com/player/172283/carlos-martinez-diaz/160002,Carlos Martínez,Carlos Martínez Díaz,RB,78,78,6000000.0,45000.0,29,1986-04-09,189,79,457.0,Real Sociedad,Spain Primera Division,1.0,RB,2.0,,2007-08-01,2018.0,45,Spain,,,,Right,2,2,1,High/High,Normal (185+),No,,,Dives Into Tackles (AI),70.0,51.0,71.0,67.0,79.0,76.0,84,45,69,67,41,68,72,47,72,73,63,75,55,74,43,57,66,80,83,61,58,83,53,69,43,,76,80,85,11,6,12,13,7,,62,62,62,66,64,64,64,66,66,66,66,69,70,70,70,69,77,75,75,75,77,78,76,76,76,78,17,https://cdn.sofifa.net/players/172/283/16_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png,Real Sociedad
